5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
5/7/2016 12:45,424,1,100
5/7/2016 13:0,420,1,100
5/7/2016 13:15,472,1,100
5/7/2016 13:30,392,1,100
5/7/2016 13:45,488,1,100
5/7/2016 14:0,448,1,100
5/7/2016 14:15,352,1,100
5/7/2016 14:30,336,1,100
5/7/2016 14:45,340,1,100
5/7/2016 15:0,352,1,100
5/7/2016 15:15,316,1,100
5/7/2016 15:30,400,1,100
5/7/2016 15:45,436,1,100
5/7/2016 16:0,348,1,100
5/7/2016 16:15,452,1,100
5/7/2016 16:30,500,1,100
5/7/2016 16:45,540,1,100
5/7/2016 17:0,484,1,100
5/7/2016 17:15,432,1,100
5/7/2016 17:30,520,1,100
5/7/2016 17:45,472,1,100
5/7/2016 18:0,428,1,100
5/7/2016 18:15,480,1,100
5/7/2016 18:30,352,1,100
5/7/2016 18:45,460,1,100
5/7/2016 19:0,440,1,100
5/7/2016 19:15,384,1,100
5/7/2016 19:30,484,1,100
5/7/2016 19:45,552,1,100
5/7/2016 20:0,472,1,100
5/7/2016 20:15,520,1,100
5/7/2016 20:30,556,1,100
5/7/2016 20:45,536,1,100
5/7/2016 21:0,608,1,100
5/7/2016 21:15,396,1,100
5/7/2016 21:30,388,1,100
5/7/2016 21:45,380,1,100
5/7/2016 22:0,360,1,100
5/7/2016 22:15,340,1,100
5/7/2016 22:30,436,1,100
5/7/2016 22:45,344,1,100
5/7/2016 23:0,240,1,100
5/7/2016 23:15,180,1,100
5/7/2016 23:30,172,1,100
5/7/2016 23:45,64,1,100
6/7/2016 0:0,104,1,100
6/7/2016 0:15,64,1,100
6/7/2016 0:30,100,1,100
6/7/2016 0:45,92,1,100
6/7/2016 1:0,48,1,100
6/7/2016 1:15,52,1,100
6/7/2016 1:30,24,1,100
6/7/2016 1:45,32,1,100
6/7/2016 2:0,20,1,100
6/7/2016 2:15,40,1,100
6/7/2016 2:30,20,1,100
6/7/2016 2:45,40,1,100
6/7/2016 3:0,12,1,100
6/7/2016 3:15,28,1,100
6/7/2016 3:30,8,1,100
6/7/2016 3:45,36,1,100
6/7/2016 4:0,12,1,100
6/7/2016 4:15,16,1,100
6/7/2016 4:30,16,1,100
6/7/2016 4:45,20,1,100
6/7/2016 5:0,24,1,100
6/7/2016 5:15,40,1,100
6/7/2016 5:30,52,1,100
6/7/2016 5:45,108,1,100
6/7/2016 6:0,172,1,100
6/7/2016 6:15,112,1,100
6/7/2016 6:30,144,1,100
6/7/2016 6:45,172,1,100
6/7/2016 7:0,268,1,100
6/7/2016 7:15,240,1,100
6/7/2016 7:30,428,1,100
6/7/2016 7:45,420,1,100
6/7/2016 8:0,376,1,100
6/7/2016 8:15,272,1,100
6/7/2016 8:30,488,1,100
6/7/2016 8:45,504,1,100
6/7/2016 9:0,356,1,100
6/7/2016 9:15,404,1,100
6/7/2016 9:30,424,1,100
6/7/2016 9:45,468,1,100
6/7/2016 10:0,424,1,100
6/7/2016 10:15,556,1,100
6/7/2016 10:30,468,1,100
6/7/2016 10:45,580,1,100
6/7/2016 11:0,520,1,100
6/7/2016 11:15,396,1,100
6/7/2016 11:30,440,1,100
6/7/2016 11:45,292,1,100
6/7/2016 12:0,496,1,100
6/7/2016 12:15,480,1,100
6/7/2016 12:30,500,1,100
6/7/2016 12:45,516,1,100
6/7/2016 13:0,484,1,100
6/7/2016 13:15,448,1,100
6/7/2016 13:30,428,1,100
6/7/2016 13:45,424,1,100
6/7/2016 14:0,416,1,100
6/7/2016 14:15,516,1,100
6/7/2016 14:30,316,1,100
6/7/2016 14:45,428,1,100
6/7/2016 15:0,416,1,100
6/7/2016 15:15,396,1,100
6/7/2016 15:30,424,1,100
6/7/2016 15:45,476,1,100
6/7/2016 16:0,448,1,100
6/7/2016 16:15,440,1,100
6/7/2016 16:30,480,1,100
6/7/2016 16:45,504,1,100
6/7/2016 17:0,524,1,100
6/7/2016 17:15,412,1,100
6/7/2016 17:30,476,1,100
6/7/2016 17:45,432,1,100
6/7/2016 18:0,448,1,100
6/7/2016 18:15,452,1,100
6/7/2016 18:30,388,1,100
6/7/2016 18:45,516,1,100
6/7/2016 19:0,424,1,100
6/7/2016 19:15,492,1,100
6/7/2016 19:30,476,1,100
6/7/2016 19:45,496,1,100
6/7/2016 20:0,536,1,100
6/7/2016 20:15,440,1,100
6/7/2016 20:30,356,1,100
6/7/2016 20:45,492,1,100
6/7/2016 21:0,472,1,100
6/7/2016 21:15,360,1,100
6/7/2016 21:30,464,1,100
6/7/2016 21:45,452,1,100
6/7/2016 22:0,368,1,100
6/7/2016 22:15,548,1,100
6/7/2016 22:30,424,1,100
6/7/2016 22:45,240,1,100
6/7/2016 23:0,248,1,100
6/7/2016 23:15,272,1,100
6/7/2016 23:30,156,1,100
6/7/2016 23:45,136,1,100
7/7/2016 0:0,212,1,100
7/7/2016 0:15,208,1,100
7/7/2016 0:30,168,1,100
7/7/2016 0:45,180,1,100
7/7/2016 1:0,92,1,100
7/7/2016 1:15,48,1,100
7/7/2016 1:30,24,1,100
7/7/2016 1:45,52,1,100
7/7/2016 2:0,60,1,100
7/7/2016 2:15,52,1,100
7/7/2016 2:30,32,1,100
7/7/2016 2:45,4,1,100
7/7/2016 3:0,28,1,100
7/7/2016 3:15,24,1,100
7/7/2016 3:30,24,1,100
7/7/2016 3:45,24,1,100
7/7/2016 4:0,12,1,100
7/7/2016 4:15,16,1,100
7/7/2016 4:30,24,1,100
7/7/2016 4:45,20,1,100
7/7/2016 5:0,16,1,100
7/7/2016 5:15,28,1,100
7/7/2016 5:30,84,1,100
7/7/2016 5:45,104,1,100
7/7/2016 6:0,204,1,100
7/7/2016 6:15,116,1,100
7/7/2016 6:30,136,1,100
7/7/2016 6:45,208,1,100
7/7/2016 7:0,280,1,100
7/7/2016 7:15,276,1,100
7/7/2016 7:30,376,1,100
7/7/2016 7:45,428,1,100
7/7/2016 8:0,520,1,100
7/7/2016 8:15,484,1,100
7/7/2016 8:30,504,1,100
7/7/2016 8:45,540,1,100
7/7/2016 9:0,464,1,100
7/7/2016 9:15,476,1,100
7/7/2016 9:30,468,1,100
7/7/2016 9:45,460,1,100
7/7/2016 10:0,360,1,100
7/7/2016 10:15,384,1,100
7/7/2016 10:30,316,1,100
7/7/2016 10:45,472,1,100
7/7/2016 11:0,556,1,100
7/7/2016 11:15,412,1,100
7/7/2016 11:30,480,1,100
7/7/2016 11:45,388,1,100
7/7/2016 12:0,452,1,100
7/7/2016 12:15,488,1,100
7/7/2016 12:30,484,1,100
7/7/2016 12:45,476,1,100
7/7/2016 13:0,396,1,100
7/7/2016 13:15,536,1,100
7/7/2016 13:30,484,1,100
7/7/2016 13:45,508,1,100
7/7/2016 14:0,452,1,100
7/7/2016 14:15,300,1,100
7/7/2016 14:30,380,1,100
7/7/2016 14:45,424,1,100
7/7/2016 15:0,420,1,100
7/7/2016 15:15,396,1,100
7/7/2016 15:30,420,1,100
7/7/2016 15:45,428,1,100
7/7/2016 16:0,392,1,100
7/7/2016 16:15,480,1,100
7/7/2016 16:30,508,1,100
7/7/2016 16:45,532,1,100
7/7/2016 17:0,340,1,100
7/7/2016 17:15,492,1,100
7/7/2016 17:30,448,1,100
7/7/2016 17:45,344,1,100
7/7/2016 18:0,404,1,100
7/7/2016 18:15,424,1,100
7/7/2016 18:30,460,1,100
7/7/2016 18:45,520,1,100
7/7/2016 19:0,496,1,100
7/7/2016 19:15,360,1,100
7/7/2016 19:30,412,1,100
7/7/2016 19:45,412,1,100
7/7/2016 20:0,504,1,100
7/7/2016 20:15,456,1,100
7/7/2016 20:30,472,1,100
7/7/2016 20:45,592,1,100
7/7/2016 21:0,460,1,100
7/7/2016 21:15,500,1,100
7/7/2016 21:30,368,1,100
7/7/2016 21:45,488,1,100
7/7/2016 22:0,324,1,100
7/7/2016 22:15,412,1,100
7/7/2016 22:30,372,1,100
7/7/2016 22:45,256,1,100
7/7/2016 23:0,188,1,100
7/7/2016 23:15,168,1,100
7/7/2016 23:30,164,1,100
7/7/2016 23:45,164,1,100
8/7/2016 0:0,116,1,100
8/7/2016 0:15,116,1,100
8/7/2016 0:30,112,1,100
8/7/2016 0:45,100,1,100
8/7/2016 1:0,128,1,100
8/7/2016 1:15,56,1,100
8/7/2016 1:30,40,1,100
8/7/2016 1:45,44,1,100
8/7/2016 2:0,52,1,100
8/7/2016 2:15,36,1,100
8/7/2016 2:30,24,1,100
8/7/2016 2:45,32,1,100
8/7/2016 3:0,24,1,100
8/7/2016 3:15,12,1,100
8/7/2016 3:30,24,1,100
8/7/2016 3:45,16,1,100
8/7/2016 4:0,16,1,100
8/7/2016 4:15,44,1,100
8/7/2016 4:30,12,1,100
8/7/2016 4:45,24,1,100
8/7/2016 5:0,24,1,100
8/7/2016 5:15,32,1,100
8/7/2016 5:30,68,1,100
8/7/2016 5:45,100,1,100
8/7/2016 6:0,164,1,100
8/7/2016 6:15,160,1,100
8/7/2016 6:30,104,1,100
8/7/2016 6:45,176,1,100
8/7/2016 7:0,320,1,100
8/7/2016 7:15,300,1,100
8/7/2016 7:30,300,1,100
8/7/2016 7:45,380,1,100
8/7/2016 8:0,328,1,100
8/7/2016 8:15,456,1,100
8/7/2016 8:30,412,1,100
8/7/2016 8:45,524,1,100
8/7/2016 9:0,484,1,100
8/7/2016 9:15,396,1,100
8/7/2016 9:30,376,1,100
8/7/2016 9:45,440,1,100
8/7/2016 10:0,500,1,100
8/7/2016 10:15,384,1,100
8/7/2016 10:30,324,1,100
8/7/2016 10:45,408,1,100
8/7/2016 11:0,424,1,100
8/7/2016 11:15,544,1,100
8/7/2016 11:30,476,1,100
8/7/2016 11:45,372,1,100
8/7/2016 12:0,232,1,100
8/7/2016 12:15,464,1,100
8/7/2016 12:30,508,1,100
8/7/2016 12:45,488,1,100
8/7/2016 13:0,464,1,100
8/7/2016 13:15,444,1,100
8/7/2016 13:30,352,1,100
8/7/2016 13:45,424,1,100
8/7/2016 14:0,420,1,100
8/7/2016 14:15,360,1,100
8/7/2016 14:30,348,1,100
8/7/2016 14:45,348,1,100
8/7/2016 15:0,480,1,100
8/7/2016 15:15,328,1,100
8/7/2016 15:30,404,1,100
8/7/2016 15:45,464,1,100
8/7/2016 16:0,380,1,100
8/7/2016 16:15,468,1,100
8/7/2016 16:30,460,1,100
8/7/2016 16:45,432,1,100
8/7/2016 17:0,396,1,100
8/7/2016 17:15,436,1,100
8/7/2016 17:30,464,1,100
8/7/2016 17:45,516,1,100
8/7/2016 18:0,396,1,100
8/7/2016 18:15,468,1,100
8/7/2016 18:30,396,1,100
8/7/2016 18:45,456,1,100
8/7/2016 19:0,364,1,100
8/7/2016 19:15,440,1,100
8/7/2016 19:30,524,1,100
8/7/2016 19:45,468,1,100
8/7/2016 20:0,536,1,100
8/7/2016 20:15,596,1,100
8/7/2016 20:30,460,1,100
8/7/2016 20:45,476,1,100
8/7/2016 21:0,520,1,100
8/7/2016 21:15,548,1,100
8/7/2016 21:30,452,1,100
8/7/2016 21:45,424,1,100
8/7/2016 22:0,392,1,100
8/7/2016 22:15,544,1,100
8/7/2016 22:30,404,1,100
8/7/2016 22:45,320,1,100
8/7/2016 23:0,316,1,100
8/7/2016 23:15,280,1,100
8/7/2016 23:30,196,1,100
8/7/2016 23:45,204,1,100
9/7/2016 0:0,256,1,100
9/7/2016 0:15,220,1,100
9/7/2016 0:30,144,1,100
9/7/2016 0:45,228,1,100
9/7/2016 1:0,132,1,100
9/7/2016 1:15,152,1,100
9/7/2016 1:30,72,1,100
9/7/2016 1:45,88,1,100
9/7/2016 2:0,92,1,100
9/7/2016 2:15,96,1,100
9/7/2016 2:30,64,1,100
9/7/2016 2:45,52,1,100
9/7/2016 3:0,72,1,100
9/7/2016 3:15,88,1,100
9/7/2016 3:30,52,1,100
9/7/2016 3:45,84,1,100
9/7/2016 4:0,40,1,100
9/7/2016 4:15,80,1,100
9/7/2016 4:30,64,1,100
9/7/2016 4:45,60,1,100
9/7/2016 5:0,44,1,100
9/7/2016 5:15,124,1,100
9/7/2016 5:30,52,1,100
9/7/2016 5:45,80,1,100
9/7/2016 6:0,104,1,100
9/7/2016 6:15,104,1,100
9/7/2016 6:30,92,1,100
9/7/2016 6:45,140,1,100
9/7/2016 7:0,124,1,100
9/7/2016 7:15,148,1,100
9/7/2016 7:30,156,1,100
9/7/2016 7:45,236,1,100
9/7/2016 8:0,216,1,100
9/7/2016 8:15,212,1,100
9/7/2016 8:30,160,1,100
9/7/2016 8:45,272,1,100
9/7/2016 9:0,364,1,100
9/7/2016 9:15,272,1,100
9/7/2016 9:30,220,1,100
9/7/2016 9:45,348,1,100
9/7/2016 10:0,392,1,100
9/7/2016 10:15,456,1,100
9/7/2016 10:30,388,1,100
9/7/2016 10:45,412,1,100
9/7/2016 11:0,552,1,100
9/7/2016 11:15,420,1,100
9/7/2016 11:30,400,1,100
9/7/2016 11:45,364,1,100
9/7/2016 12:0,480,1,100
9/7/2016 12:15,564,1,100
9/7/2016 12:30,384,1,100
9/7/2016 12:45,484,1,100
9/7/2016 13:0,452,1,100
9/7/2016 13:15,416,1,100
9/7/2016 13:30,428,1,100
9/7/2016 13:45,468,1,100
9/7/2016 14:0,444,1,100
9/7/2016 14:15,512,1,100
9/7/2016 14:30,408,1,100
9/7/2016 14:45,368,1,100
9/7/2016 15:0,296,1,100
9/7/2016 15:15,364,1,100
9/7/2016 15:30,320,1,100
9/7/2016 15:45,264,1,100
9/7/2016 16:0,296,1,100
9/7/2016 16:15,300,1,100
9/7/2016 16:30,364,1,100
9/7/2016 16:45,332,1,100
9/7/2016 17:0,288,1,100
9/7/2016 17:15,336,1,100
9/7/2016 17:30,340,1,100
9/7/2016 17:45,332,1,100
9/7/2016 18:0,296,1,100
9/7/2016 18:15,408,1,100
9/7/2016 18:30,368,1,100
9/7/2016 18:45,408,1,100
9/7/2016 19:0,440,1,100
9/7/2016 19:15,372,1,100
9/7/2016 19:30,428,1,100
9/7/2016 19:45,436,1,100
9/7/2016 20:0,460,1,100
9/7/2016 20:15,432,1,100
9/7/2016 20:30,500,1,100
9/7/2016 20:45,388,1,100
9/7/2016 21:0,476,1,100
9/7/2016 21:15,448,1,100
9/7/2016 21:30,484,1,100
9/7/2016 21:45,564,1,100
9/7/2016 22:0,380,1,100
9/7/2016 22:15,528,1,100
9/7/2016 22:30,432,1,100
9/7/2016 22:45,384,1,100
9/7/2016 23:0,348,1,100
9/7/2016 23:15,296,1,100
9/7/2016 23:30,280,1,100
9/7/2016 23:45,244,1,100
10/7/2016 0:0,200,1,100
10/7/2016 0:15,192,1,100
10/7/2016 0:30,168,1,100
10/7/2016 0:45,212,1,100
10/7/2016 1:0,208,1,100
10/7/2016 1:15,184,1,100
10/7/2016 1:30,120,1,100
10/7/2016 1:45,136,1,100
10/7/2016 2:0,100,1,100
10/7/2016 2:15,92,1,100
10/7/2016 2:30,132,1,100
10/7/2016 2:45,92,1,100
10/7/2016 3:0,100,1,100
10/7/2016 3:15,76,1,100
10/7/2016 3:30,80,1,100
10/7/2016 3:45,72,1,100
10/7/2016 4:0,120,1,100
10/7/2016 4:15,88,1,100
10/7/2016 4:30,64,1,100
10/7/2016 4:45,60,1,100
10/7/2016 5:0,84,1,100
10/7/2016 5:15,52,1,100
10/7/2016 5:30,48,1,100
10/7/2016 5:45,92,1,100
10/7/2016 6:0,68,1,100
10/7/2016 6:15,112,1,100
10/7/2016 6:30,76,1,100
10/7/2016 6:45,84,1,100
10/7/2016 7:0,108,1,100
10/7/2016 7:15,96,1,100
10/7/2016 7:30,96,1,100
10/7/2016 7:45,152,1,100
10/7/2016 8:0,132,1,100
10/7/2016 8:15,80,1,100
10/7/2016 8:30,116,1,100
10/7/2016 8:45,116,1,100
10/7/2016 9:0,136,1,100
10/7/2016 9:15,176,1,100
10/7/2016 9:30,176,1,100
10/7/2016 9:45,204,1,100
10/7/2016 10:0,192,1,100
10/7/2016 10:15,196,1,100
10/7/2016 10:30,280,1,100
10/7/2016 10:45,204,1,100
10/7/2016 11:0,328,1,100
10/7/2016 11:15,320,1,100
10/7/2016 11:30,340,1,100
10/7/2016 11:45,280,1,100
10/7/2016 12:0,396,1,100
10/7/2016 12:15,336,1,100
10/7/2016 12:30,392,1,100
10/7/2016 12:45,340,1,100
10/7/2016 13:0,328,1,100
10/7/2016 13:15,352,1,100
10/7/2016 13:30,324,1,100
10/7/2016 13:45,364,1,100
10/7/2016 14:0,328,1,100
10/7/2016 14:15,308,1,100
10/7/2016 14:30,328,1,100
10/7/2016 14:45,256,1,100
10/7/2016 15:0,272,1,100
10/7/2016 15:15,244,1,100
10/7/2016 15:30,212,1,100
10/7/2016 15:45,180,1,100
10/7/2016 16:0,208,1,100
10/7/2016 16:15,184,1,100
10/7/2016 16:30,196,1,100
10/7/2016 16:45,220,1,100
10/7/2016 17:0,244,1,100
10/7/2016 17:15,268,1,100
10/7/2016 17:30,248,1,100
10/7/2016 17:45,288,1,100
10/7/2016 18:0,352,1,100
10/7/2016 18:15,296,1,100
10/7/2016 18:30,296,1,100
10/7/2016 18:45,372,1,100
10/7/2016 19:0,388,1,100
10/7/2016 19:15,436,1,100
10/7/2016 19:30,448,1,100
10/7/2016 19:45,412,1,100
10/7/2016 20:0,384,1,100
10/7/2016 20:15,520,1,100
10/7/2016 20:30,412,1,100
10/7/2016 20:45,460,1,100
10/7/2016 21:0,444,1,100
10/7/2016 21:15,432,1,100
10/7/2016 21:30,344,1,100
10/7/2016 21:45,436,1,100
10/7/2016 22:0,296,1,100
10/7/2016 22:15,336,1,100
10/7/2016 22:30,196,1,100
10/7/2016 22:45,268,1,100
10/7/2016 23:0,148,1,100
10/7/2016 23:15,216,1,100
10/7/2016 23:30,200,1,100
10/7/2016 23:45,144,1,100
11/7/2016 0:0,244,1,100
11/7/2016 0:15,228,1,100
11/7/2016 0:30,80,1,100
11/7/2016 0:45,76,1,100
11/7/2016 1:0,80,1,100
11/7/2016 1:15,64,1,100
11/7/2016 1:30,36,1,100
11/7/2016 1:45,36,1,100
11/7/2016 2:0,32,1,100
11/7/2016 2:15,20,1,100
11/7/2016 2:30,36,1,100
11/7/2016 2:45,4,1,100
11/7/2016 3:0,32,1,100
11/7/2016 3:15,4,1,100
11/7/2016 3:30,16,1,100
11/7/2016 3:45,24,1,100
11/7/2016 4:0,8,1,100
11/7/2016 4:15,8,1,100
11/7/2016 4:30,64,1,100
11/7/2016 4:45,16,1,100
11/7/2016 5:0,36,1,100
11/7/2016 5:15,28,1,100
11/7/2016 5:30,68,1,100
11/7/2016 5:45,128,1,100
11/7/2016 6:0,128,1,100
11/7/2016 6:15,92,1,100
11/7/2016 6:30,120,1,100
11/7/2016 6:45,180,1,100
11/7/2016 7:0,228,1,100
11/7/2016 7:15,300,1,100
11/7/2016 7:30,336,1,100
11/7/2016 7:45,416,1,100
11/7/2016 8:0,396,1,100
11/7/2016 8:15,324,1,100
11/7/2016 8:30,324,1,100
11/7/2016 8:45,484,1,100
11/7/2016 9:0,412,1,100
11/7/2016 9:15,376,1,100
11/7/2016 9:30,444,1,100
11/7/2016 9:45,396,1,100
11/7/2016 10:0,376,1,100
11/7/2016 10:15,404,1,100
11/7/2016 10:30,456,1,100
11/7/2016 10:45,416,1,100
11/7/2016 11:0,336,1,100
11/7/2016 11:15,288,1,100
11/7/2016 11:30,444,1,100
11/7/2016 11:45,456,1,100
11/7/2016 12:0,496,1,100
11/7/2016 12:15,484,1,100
11/7/2016 12:30,472,1,100
11/7/2016 12:45,304,1,100
11/7/2016 13:0,480,1,100
11/7/2016 13:15,404,1,100
11/7/2016 13:30,304,1,100
11/7/2016 13:45,536,1,100
11/7/2016 14:0,352,1,100
11/7/2016 14:15,436,1,100
11/7/2016 14:30,304,1,100
11/7/2016 14:45,452,1,100
11/7/2016 15:0,468,1,100
11/7/2016 15:15,292,1,100
11/7/2016 15:30,396,1,100
11/7/2016 15:45,416,1,100
11/7/2016 16:0,464,1,100
11/7/2016 16:15,500,1,100
11/7/2016 16:30,336,1,100
11/7/2016 16:45,484,1,100
11/7/2016 17:0,424,1,100
11/7/2016 17:15,468,1,100
11/7/2016 17:30,488,1,100
11/7/2016 17:45,408,1,100
11/7/2016 18:0,304,1,100
11/7/2016 18:15,436,1,100
11/7/2016 18:30,480,1,100
11/7/2016 18:45,328,1,100
11/7/2016 19:0,512,1,100
11/7/2016 19:15,336,1,100
11/7/2016 19:30,460,1,100
11/7/2016 19:45,412,1,100
11/7/2016 20:0,496,1,100
11/7/2016 20:15,608,1,100
11/7/2016 20:30,548,1,100
11/7/2016 20:45,432,1,100
11/7/2016 21:0,544,1,100
11/7/2016 21:15,492,1,100
11/7/2016 21:30,452,1,100
11/7/2016 21:45,464,1,100
11/7/2016 22:0,448,1,100
11/7/2016 22:15,480,1,100
11/7/2016 22:30,388,1,100
11/7/2016 22:45,236,1,100
11/7/2016 23:0,236,1,100
11/7/2016 23:15,148,1,100
11/7/2016 23:30,160,1,100
11/7/2016 23:45,124,1,100
12/7/2016 0:0,100,1,100
12/7/2016 0:15,104,1,100
12/7/2016 0:30,92,1,100
12/7/2016 0:45,100,1,100
12/7/2016 1:0,60,1,100
12/7/2016 1:15,64,1,100
12/7/2016 1:30,28,1,100
12/7/2016 1:45,52,1,100
12/7/2016 2:0,44,1,100
12/7/2016 2:15,20,1,100
12/7/2016 2:30,16,1,100
12/7/2016 2:45,8,1,100
12/7/2016 3:0,28,1,100
12/7/2016 3:15,16,1,100
12/7/2016 3:30,24,1,100
12/7/2016 3:45,8,1,100
12/7/2016 4:0,16,1,100
12/7/2016 4:15,8,1,100
12/7/2016 4:30,12,1,100
12/7/2016 4:45,28,1,100
12/7/2016 5:0,50,1,100
12/7/2016 5:15,60,1,100
12/7/2016 5:30,48,1,100
12/7/2016 5:45,116,1,100
12/7/2016 6:0,172,1,100
12/7/2016 6:15,108,1,100
12/7/2016 6:30,164,1,100
12/7/2016 6:45,208,1,100
12/7/2016 7:0,288,1,100
12/7/2016 7:15,252,1,100
12/7/2016 7:30,404,1,100
12/7/2016 7:45,392,1,100
12/7/2016 8:0,268,1,100
12/7/2016 8:15,408,1,100
12/7/2016 8:30,456,1,100
12/7/2016 8:45,604,1,100
12/7/2016 9:0,436,1,100
12/7/2016 9:15,444,1,100
12/7/2016 9:30,400,1,100
12/7/2016 9:45,348,1,100
12/7/2016 10:0,352,1,100
12/7/2016 10:15,448,1,100
12/7/2016 10:30,536,1,100
12/7/2016 10:45,316,1,100
12/7/2016 11:0,444,1,100
12/7/2016 11:15,312,1,100
12/7/2016 11:30,512,1,100
12/7/2016 11:45,352,1,100
12/7/2016 12:0,520,1,100
12/7/2016 12:15,416,1,100
12/7/2016 12:30,424,1,100
12/7/2016 12:45,320,1,100
12/7/2016 13:0,496,1,100
12/7/2016 13:15,544,1,100
12/7/2016 13:30,484,1,100
12/7/2016 13:45,416,1,100
12/7/2016 14:0,312,1,100
12/7/2016 14:15,356,1,100
12/7/2016 14:30,372,1,100
12/7/2016 14:45,336,1,100
12/7/2016 15:0,400,1,100
12/7/2016 15:15,248,1,100
12/7/2016 15:30,484,1,100
12/7/2016 15:45,384,1,100
12/7/2016 16:0,468,1,100
12/7/2016 16:15,528,1,100
12/7/2016 16:30,444,1,100
12/7/2016 16:45,388,1,100
12/7/2016 17:0,492,1,100
12/7/2016 17:15,360,1,100
12/7/2016 17:30,436,1,100
12/7/2016 17:45,460,1,100
12/7/2016 18:0,400,1,100
12/7/2016 18:15,388,1,100
12/7/2016 18:30,464,1,100
12/7/2016 18:45,432,1,100
12/7/2016 19:0,496,1,100
12/7/2016 19:15,544,1,100
12/7/2016 19:30,460,1,100
12/7/2016 19:45,432,1,100
12/7/2016 20:0,396,1,100
12/7/2016 20:15,488,1,100
12/7/2016 20:30,476,1,100
12/7/2016 20:45,320,1,100
12/7/2016 21:0,332,1,100
12/7/2016 21:15,448,1,100
12/7/2016 21:30,472,1,100
12/7/2016 21:45,380,1,100
12/7/2016 22:0,456,1,100
12/7/2016 22:15,500,1,100
12/7/2016 22:30,376,1,100
12/7/2016 22:45,284,1,100
12/7/2016 23:0,240,1,100
12/7/2016 23:15,184,1,100
12/7/2016 23:30,128,1,100
12/7/2016 23:45,68,1,100
13/7/2016 0:0,116,1,100
13/7/2016 0:15,68,1,100
13/7/2016 0:30,92,1,100
13/7/2016 0:45,64,1,100
13/7/2016 1:0,104,1,100
13/7/2016 1:15,52,1,100
13/7/2016 1:30,40,1,100
13/7/2016 1:45,36,1,100
13/7/2016 2:0,36,1,100
13/7/2016 2:15,36,1,100
13/7/2016 2:30,12,1,100
13/7/2016 2:45,8,1,100
13/7/2016 3:0,28,1,100
13/7/2016 3:15,24,1,100
13/7/2016 3:30,12,1,100
13/7/2016 3:45,20,1,100
13/7/2016 4:0,12,1,100
13/7/2016 4:15,20,1,100
13/7/2016 4:30,36,1,100
13/7/2016 4:45,20,1,100
13/7/2016 5:0,16,1,100
13/7/2016 5:15,36,1,100
13/7/2016 5:30,92,1,100
13/7/2016 5:45,112,1,100
13/7/2016 6:0,164,1,100
13/7/2016 6:15,128,1,100
13/7/2016 6:30,168,1,100
13/7/2016 6:45,192,1,100
13/7/2016 7:0,332,1,100
13/7/2016 7:15,256,1,100
13/7/2016 7:30,328,1,100
13/7/2016 7:45,412,1,100
13/7/2016 8:0,408,1,100
13/7/2016 8:15,420,1,100
13/7/2016 8:30,492,1,100
13/7/2016 8:45,556,1,100
13/7/2016 9:0,460,1,100
13/7/2016 9:15,456,1,100
13/7/2016 9:30,364,1,100
13/7/2016 9:45,492,1,100
13/7/2016 10:0,448,1,100
13/7/2016 10:15,484,1,100
13/7/2016 10:30,436,1,100
13/7/2016 10:45,476,1,100
13/7/2016 11:0,376,1,100
13/7/2016 11:15,396,1,100
13/7/2016 11:30,464,1,100
13/7/2016 11:45,560,1,100
13/7/2016 12:0,312,1,100
13/7/2016 12:15,448,1,100
13/7/2016 12:30,428,1,100
13/7/2016 12:45,372,1,100
13/7/2016 13:0,468,1,100
13/7/2016 13:15,528,1,100
13/7/2016 13:30,472,1,100
13/7/2016 13:45,484,1,100
13/7/2016 14:0,388,1,100
13/7/2016 14:15,420,1,100
13/7/2016 14:30,464,1,100
13/7/2016 14:45,496,1,100
13/7/2016 15:0,420,1,100
13/7/2016 15:15,448,1,100
13/7/2016 15:30,308,1,100
13/7/2016 15:45,424,1,100
13/7/2016 16:0,504,1,100
13/7/2016 16:15,456,1,100
13/7/2016 16:30,604,1,100
13/7/2016 16:45,380,1,100
13/7/2016 17:0,524,1,100
13/7/2016 17:15,540,1,100
13/7/2016 17:30,404,1,100
13/7/2016 17:45,528,1,100
13/7/2016 18:0,404,1,100
13/7/2016 18:15,416,1,100
13/7/2016 18:30,440,1,100
13/7/2016 18:45,504,1,100
13/7/2016 19:0,480,1,100
13/7/2016 19:15,524,1,100
13/7/2016 19:30,400,1,100
13/7/2016 19:45,408,1,100
13/7/2016 20:0,472,1,100
13/7/2016 20:15,568,1,100
13/7/2016 20:30,516,1,100
13/7/2016 20:45,364,1,100
13/7/2016 21:0,524,1,100
13/7/2016 21:15,484,1,100
13/7/2016 21:30,408,1,100
13/7/2016 21:45,492,1,100
13/7/2016 22:0,444,1,100
13/7/2016 22:15,536,1,100
13/7/2016 22:30,448,1,100
13/7/2016 22:45,300,1,100
13/7/2016 23:0,272,1,100
13/7/2016 23:15,172,1,100
13/7/2016 23:30,228,1,100
13/7/2016 23:45,112,1,100
14/7/2016 0:0,172,1,100
14/7/2016 0:15,184,1,100
14/7/2016 0:30,140,1,100
14/7/2016 0:45,160,1,100
14/7/2016 1:0,168,1,100
14/7/2016 1:15,104,1,100
14/7/2016 1:30,40,1,100
14/7/2016 1:45,56,1,100
